variant_code,unit_code,price,currency,is_default,is_contact_price,conversion_factor
P001983-V1,UNIT000001,0,đ,true,true,
P001983-V2,UNIT000003,0,đ,true,true,
P001983-V3,UNIT000008,0,đ,true,true,
P001984-V1,UNIT000001,0,đ,true,true,
P001984-V2,UNIT000003,0,đ,true,true,
P001984-V3,UNIT000008,0,đ,true,true,
P001985-V1,UNIT000001,0,đ,true,true,
P001985-V2,UNIT000003,0,đ,true,true,
P001985-V3,UNIT000008,0,đ,true,true,
P001986-V1,UNIT000001,0,đ,true,true,
P001986-V2,UNIT000003,0,đ,true,true,
P001986-V3,UNIT000008,0,đ,true,true,
P001987-V1,UNIT000001,0,đ,true,true,
P001988-V1,UNIT000001,0,đ,true,true,
P001988-V2,UNIT000008,0,đ,true,true,
P001989-V1,UNIT000001,0,đ,true,true,
P001989-V2,UNIT000003,0,đ,true,true,
P001989-V3,UNIT000008,0,đ,true,true,
P001990-V1,UNIT000001,0,đ,true,true,
P001990-V2,UNIT000003,0,đ,true,true,
P001990-V3,UNIT000008,0,đ,true,true,
P001991-V1,UNIT000001,0,đ,true,true,
P001991-V2,UNIT000003,0,đ,true,true,
P001991-V3,UNIT000008,0,đ,true,true,
P001992-V1,UNIT000001,0,đ,true,true,
P001992-V2,UNIT000003,0,đ,true,true,
P001992-V3,UNIT000008,0,đ,true,true,
P001993-V1,UNIT000001,0,đ,true,true,
P001994-V1,UNIT000001,0,đ,true,true,
P001994-V2,UNIT000003,0,đ,true,true,
P001994-V3,UNIT000008,0,đ,true,true,
P001995-V1,UNIT000001,0,đ,true,true,
P001995-V2,UNIT000003,0,đ,true,true,
P001996-V1,UNIT000001,0,đ,true,true,
P001996-V2,UNIT000003,0,đ,true,true,
P001996-V3,UNIT000008,0,đ,true,true,
P001997-V1,UNIT000012,0,đ,true,true,
P001998-V1,UNIT000001,0,đ,true,true,
P001998-V2,UNIT000003,0,đ,true,true,
P001998-V3,UNIT000008,0,đ,true,true,
P001999-V1,UNIT000002,0,đ,true,true,
P002000-V1,UNIT000001,0,đ,true,true,
P002000-V2,UNIT000009,0,đ,true,true,
P002001-V1,UNIT000012,0,đ,true,true,
P002002-V1,UNIT000001,0,đ,true,true,
P002002-V2,UNIT000003,0,đ,true,true,
P002002-V3,UNIT000008,0,đ,true,true,
P002003-V1,UNIT000001,0,đ,true,true,
P002004-V1,UNIT000001,0,đ,true,true,
P002004-V2,UNIT000003,0,đ,true,true,
P002004-V3,UNIT000008,0,đ,true,true,
P002005-V1,UNIT000001,0,đ,true,true,
P002005-V2,UNIT000003,0,đ,true,true,
P002005-V3,UNIT000008,0,đ,true,true,
P002006-V1,UNIT000001,0,đ,true,true,
P002006-V2,UNIT000003,0,đ,true,true,
P002006-V3,UNIT000008,0,đ,true,true,
P002007-V1,UNIT000001,0,đ,true,true,
P002007-V2,UNIT000003,0,đ,true,true,
P002007-V3,UNIT000008,0,đ,true,true,
P002008-V1,UNIT000001,0,đ,true,true,
P002008-V2,UNIT000003,0,đ,true,true,
P002008-V3,UNIT000008,0,đ,true,true,
P002009-V1,UNIT000001,0,đ,true,true,
P002009-V2,UNIT000003,0,đ,true,true,
P002009-V3,UNIT000008,0,đ,true,true,
P002010-V1,UNIT000001,0,đ,true,true,
P002010-V2,UNIT000009,0,đ,true,true,
P002011-V1,UNIT000001,0,đ,true,true,
P002011-V2,UNIT000003,0,đ,true,true,
P002011-V3,UNIT000008,0,đ,true,true,
P002012-V1,UNIT000001,0,đ,true,true,
P002012-V2,UNIT000003,0,đ,true,true,
P002012-V3,UNIT000008,0,đ,true,true,
P002013-V1,UNIT000001,0,đ,true,true,
P002013-V2,UNIT000003,0,đ,true,true,
P002013-V3,UNIT000008,0,đ,true,true,
P002014-V1,UNIT000001,0,đ,true,true,
P002014-V2,UNIT000003,0,đ,true,true,
P002014-V3,UNIT000008,0,đ,true,true,
P002015-V1,UNIT000001,0,đ,true,true,
P002015-V2,UNIT000009,0,đ,true,true,
P002016-V1,UNIT000001,0,đ,true,true,
P002016-V2,UNIT000003,0,đ,true,true,
P002016-V3,UNIT000008,0,đ,true,true,
P002017-V1,UNIT000001,0,đ,true,true,
P002017-V2,UNIT000003,0,đ,true,true,
P002017-V3,UNIT000008,0,đ,true,true,
P002018-V1,UNIT000001,0,đ,true,true,
P002018-V2,UNIT000003,0,đ,true,true,
P002018-V3,UNIT000008,0,đ,true,true,
P002019-V1,UNIT000001,0,đ,true,true,
P002019-V2,UNIT000003,0,đ,true,true,
P002019-V3,UNIT000008,0,đ,true,true,
P002020-V1,UNIT000001,0,đ,true,true,
P002020-V2,UNIT000003,0,đ,true,true,
P002020-V3,UNIT000008,0,đ,true,true,
P002021-V1,UNIT000001,0,đ,true,true,
P002021-V2,UNIT000003,0,đ,true,true,
P002021-V3,UNIT000008,0,đ,true,true,
P002022-V1,UNIT000001,0,đ,true,true,
P002022-V2,UNIT000003,0,đ,true,true,
P002022-V3,UNIT000008,0,đ,true,true,
P002023-V1,UNIT000001,0,đ,true,true,
P002023-V2,UNIT000009,0,đ,true,true,
P002024-V1,UNIT000001,0,đ,true,true,
P002024-V2,UNIT000003,0,đ,true,true,
P002024-V3,UNIT000008,0,đ,true,true,
P002025-V1,UNIT000001,0,đ,true,true,
P002025-V2,UNIT000003,0,đ,true,true,
P002025-V3,UNIT000008,0,đ,true,true,
P002026-V1,UNIT000012,0,đ,true,true,
P002027-V1,UNIT000001,0,đ,true,true,
P002027-V2,UNIT000009,0,đ,true,true,
P002028-V1,UNIT000001,0,đ,true,true,
P002028-V2,UNIT000003,0,đ,true,true,
P002028-V3,UNIT000008,0,đ,true,true,
P002029-V1,UNIT000001,0,đ,true,true,
P002029-V2,UNIT000003,0,đ,true,true,
P002029-V3,UNIT000008,0,đ,true,true,
P002030-V1,UNIT000012,0,đ,true,true,
P002031-V1,UNIT000001,0,đ,true,true,
P002031-V2,UNIT000003,0,đ,true,true,
P002031-V3,UNIT000008,0,đ,true,true,
P002032-V1,UNIT000001,0,đ,true,true,
P002032-V2,UNIT000003,0,đ,true,true,
P002032-V3,UNIT000008,0,đ,true,true,
P002033-V1,UNIT000001,0,đ,true,true,
P002033-V2,UNIT000008,0,đ,true,true,
P002034-V1,UNIT000001,0,đ,true,true,
P002034-V2,UNIT000003,0,đ,true,true,
P002034-V3,UNIT000008,0,đ,true,true,
P002035-V1,UNIT000001,0,đ,true,true,
P002035-V2,UNIT000003,0,đ,true,true,
P002035-V3,UNIT000008,0,đ,true,true,
P002036-V1,UNIT000001,0,đ,true,true,
P002036-V2,UNIT000003,0,đ,true,true,
P002036-V3,UNIT000008,0,đ,true,true,
P002037-V1,UNIT000001,0,đ,true,true,
P002037-V2,UNIT000003,0,đ,true,true,
P002037-V3,UNIT000008,0,đ,true,true,
P002038-V1,UNIT000001,0,đ,true,true,
P002038-V2,UNIT000003,0,đ,true,true,
P002038-V3,UNIT000008,0,đ,true,true,
P002039-V1,UNIT000001,0,đ,true,true,
P002039-V2,UNIT000003,0,đ,true,true,
P002039-V3,UNIT000008,0,đ,true,true,
P002040-V1,UNIT000001,0,đ,true,true,
P002040-V2,UNIT000003,0,đ,true,true,
P002040-V3,UNIT000008,0,đ,true,true,
P002041-V1,UNIT000001,0,đ,true,true,
P002041-V2,UNIT000003,0,đ,true,true,
P002041-V3,UNIT000008,0,đ,true,true,
P002042-V1,UNIT000001,0,đ,true,true,
P002042-V2,UNIT000003,0,đ,true,true,
P002042-V3,UNIT000008,0,đ,true,true,
P002043-V1,UNIT000001,0,đ,true,true,
P002043-V2,UNIT000003,0,đ,true,true,
P002043-V3,UNIT000008,0,đ,true,true,
P002044-V1,UNIT000001,0,đ,true,true,
P002044-V2,UNIT000003,0,đ,true,true,
P002044-V3,UNIT000008,0,đ,true,true,
P002045-V1,UNIT000001,0,đ,true,true,
P002045-V2,UNIT000003,0,đ,true,true,
P002045-V3,UNIT000008,0,đ,true,true,
P002046-V1,UNIT000001,0,đ,true,true,
P002046-V2,UNIT000003,0,đ,true,true,
P002046-V3,UNIT000008,0,đ,true,true,
P002047-V1,UNIT000001,0,đ,true,true,
P002047-V2,UNIT000003,0,đ,true,true,
P002047-V3,UNIT000008,0,đ,true,true,
P002048-V1,UNIT000001,0,đ,true,true,
P002048-V2,UNIT000003,0,đ,true,true,
P002048-V3,UNIT000008,0,đ,true,true,
P002049-V1,UNIT000001,0,đ,true,true,
P002049-V2,UNIT000003,0,đ,true,true,
P002049-V3,UNIT000008,0,đ,true,true,
P002050-V1,UNIT000001,0,đ,true,true,
P002050-V2,UNIT000007,0,đ,true,true,
P002051-V1,UNIT000001,0,đ,true,true,
P002051-V2,UNIT000003,0,đ,true,true,
P002051-V3,UNIT000008,0,đ,true,true,
P002052-V1,UNIT000001,0,đ,true,true,
P002052-V2,UNIT000003,0,đ,true,true,
P002052-V3,UNIT000008,0,đ,true,true,
P002053-V1,UNIT000001,0,đ,true,true,
P002053-V2,UNIT000003,0,đ,true,true,
P002053-V3,UNIT000008,0,đ,true,true,
P002054-V1,UNIT000001,0,đ,true,true,
P002055-V1,UNIT000001,0,đ,true,true,
P002055-V2,UNIT000003,0,đ,true,true,
P002055-V3,UNIT000008,0,đ,true,true,
P002056-V1,UNIT000001,0,đ,true,true,
P002056-V2,UNIT000003,0,đ,true,true,
P002056-V3,UNIT000008,0,đ,true,true,
P002057-V1,UNIT000001,0,đ,true,true,
P002057-V2,UNIT000003,0,đ,true,true,
P002057-V3,UNIT000008,0,đ,true,true,
P002058-V1,UNIT000001,0,đ,true,true,
P002058-V2,UNIT000003,0,đ,true,true,
P002058-V3,UNIT000008,0,đ,true,true,
P002059-V1,UNIT000001,0,đ,true,true,
P002059-V2,UNIT000003,0,đ,true,true,
P002059-V3,UNIT000008,0,đ,true,true,
P002060-V1,UNIT000001,0,đ,true,true,
P002061-V1,UNIT000001,0,đ,true,true,
P002062-V1,UNIT000001,0,đ,true,true,
P002063-V1,UNIT000001,0,đ,true,true,
P002064-V1,UNIT000001,0,đ,true,true,
P002065-V1,UNIT000001,0,đ,true,true,
P002066-V1,UNIT000001,0,đ,true,true,
P002067-V1,UNIT000001,0,đ,true,true,
P002068-V1,UNIT000001,0,đ,true,true,
P002069-V1,UNIT000001,0,đ,true,true,
P002070-V1,UNIT000001,0,đ,true,true,
P002071-V1,UNIT000001,0,đ,true,true,
P002072-V1,UNIT000001,0,đ,true,true,
P002073-V1,UNIT000001,0,đ,true,true,
P002074-V1,UNIT000001,0,đ,true,true,
P002075-V1,UNIT000001,0,đ,true,true,
P002076-V1,UNIT000001,0,đ,true,true,
P002077-V1,UNIT000001,0,đ,true,true,
P002078-V1,UNIT000001,0,đ,true,true,
P002079-V1,UNIT000001,0,đ,true,true,
P002079-V2,UNIT000003,0,đ,true,true,
P002080-V1,UNIT000001,0,đ,true,true,
P002081-V1,UNIT000001,0,đ,true,true,
P002082-V1,UNIT000001,0,đ,true,true,
P002083-V1,UNIT000001,0,đ,true,true,
P002084-V1,UNIT000001,0,đ,true,true,
P002085-V1,UNIT000001,0,đ,true,true,
P002086-V1,UNIT000001,0,đ,true,true,
P002087-V1,UNIT000001,0,đ,true,true,
P002088-V1,UNIT000001,0,đ,true,true,
P002089-V1,UNIT000001,0,đ,true,true,
P002090-V1,UNIT000001,0,đ,true,true,
P002091-V1,UNIT000001,0,đ,true,true,
P002092-V1,UNIT000001,0,đ,true,true,
P002093-V1,UNIT000001,0,đ,true,true,
P002094-V1,UNIT000001,0,đ,true,true,
P002095-V1,UNIT000001,0,đ,true,true,
P002096-V1,UNIT000001,0,đ,true,true,
P002097-V1,UNIT000001,0,đ,true,true,
P002098-V1,UNIT000001,0,đ,true,true,
P002099-V1,UNIT000001,0,đ,true,true,
P002100-V1,UNIT000001,0,đ,true,true,
P002101-V1,UNIT000001,0,đ,true,true,
P002102-V1,UNIT000001,0,đ,true,true,
P002103-V1,UNIT000001,0,đ,true,true,
P002104-V1,UNIT000001,0,đ,true,true,
P002105-V1,UNIT000001,0,đ,true,true,
P002106-V1,UNIT000001,0,đ,true,true,
P002107-V1,UNIT000001,0,đ,true,true,
P002108-V1,UNIT000001,0,đ,true,true,
P002109-V1,UNIT000001,0,đ,true,true,
P002110-V1,UNIT000001,0,đ,true,true,
P002111-V1,UNIT000001,0,đ,true,true,
P002112-V1,UNIT000001,0,đ,true,true,
P002113-V1,UNIT000001,0,đ,true,true,
P002114-V1,UNIT000001,0,đ,true,true,
P002115-V1,UNIT000001,0,đ,true,true,
P002116-V1,UNIT000001,0,đ,true,true,
P002117-V1,UNIT000001,0,đ,true,true,
P002118-V1,UNIT000001,0,đ,true,true,
P002119-V1,UNIT000001,0,đ,true,true,
P002120-V1,UNIT000001,0,đ,true,true,
P002121-V1,UNIT000001,0,đ,true,true,
P002122-V1,UNIT000001,0,đ,true,true,
P002123-V1,UNIT000001,0,đ,true,true,
P002124-V1,UNIT000001,0,đ,true,true,
P002125-V1,UNIT000001,0,đ,true,true,
P002126-V1,UNIT000001,0,đ,true,true,
P002127-V1,UNIT000001,0,đ,true,true,
P002128-V1,UNIT000001,0,đ,true,true,
P002129-V1,UNIT000001,0,đ,true,true,
P002130-V1,UNIT000001,0,đ,true,true,
P002131-V1,UNIT000001,0,đ,true,true,
P002132-V1,UNIT000001,0,đ,true,true,
P002132-V2,UNIT000003,0,đ,true,true,
P002132-V3,UNIT000018,0,đ,true,true,
P002133-V1,UNIT000001,99000,đ,true,false,
P002134-V1,UNIT000001,35000,đ,true,false,
P002134-V2,UNIT000003,17500,đ,true,false,
P002134-V3,UNIT000008,2917,đ,true,false,
P002135-V1,UNIT000001,78000,đ,true,false,
P002135-V2,UNIT000003,26000,đ,true,false,
P002135-V3,UNIT000008,2600,đ,true,false,
P002136-V1,UNIT000001,100000,đ,true,false,
P002136-V2,UNIT000003,10000,đ,true,false,
P002136-V3,UNIT000008,1000,đ,true,false,
P002137-V1,UNIT000001,160000,đ,true,false,
P002137-V2,UNIT000003,32000,đ,true,false,
P002137-V3,UNIT000008,3200,đ,true,false,
P002138-V1,UNIT000001,432000,đ,true,false,
P002138-V2,UNIT000003,72000,đ,true,false,
P002138-V3,UNIT000008,7200,đ,true,false,
P002139-V1,UNIT000001,360000,đ,true,false,
P002139-V2,UNIT000003,180000,đ,true,false,
P002139-V3,UNIT000008,12000,đ,true,false,
P002140-V1,UNIT000001,143990,đ,true,false,
P002140-V2,UNIT000003,47997,đ,true,false,
P002140-V3,UNIT000008,4800,đ,true,false,
P002141-V1,UNIT000001,155000,đ,true,false,
P002141-V2,UNIT000003,77500,đ,true,false,
P002141-V3,UNIT000008,5167,đ,true,false,
P002142-V1,UNIT000001,27000,đ,true,false,
P002142-V2,UNIT000003,2700,đ,true,false,
P002142-V3,UNIT000008,270,đ,true,false,
P002143-V1,UNIT000001,535000,đ,true,false,
P002143-V2,UNIT000003,133750,đ,true,false,
P002143-V3,UNIT000008,8917,đ,true,false,
P002144-V1,UNIT000001,141000,đ,true,false,
P002144-V2,UNIT000008,2820,đ,true,false,
P002145-V1,UNIT000001,347000,đ,true,false,
P002145-V2,UNIT000003,173500,đ,true,false,
P002145-V3,UNIT000008,8262,đ,true,false,
P002146-V1,UNIT000001,115000,đ,true,false,
P002146-V2,UNIT000003,23000,đ,true,false,
P002146-V3,UNIT000008,1150,đ,true,false,
P002147-V1,UNIT000001,115000,đ,true,false,
P002147-V2,UNIT000003,38333,đ,true,false,
P002147-V3,UNIT000008,3833,đ,true,false,
P002148-V1,UNIT000001,268500,đ,true,false,
P002148-V2,UNIT000003,67125,đ,true,false,
P002148-V3,UNIT000008,4475,đ,true,false,
P002149-V1,UNIT000001,229400,đ,true,false,
P002149-V2,UNIT000003,76467,đ,true,false,
P002149-V3,UNIT000008,7647,đ,true,false,
P002150-V1,UNIT000001,115000,đ,true,false,
P002150-V2,UNIT000003,23000,đ,true,false,
P002150-V3,UNIT000008,1150,đ,true,false,
P002151-V1,UNIT000001,414960,đ,true,false,
P002151-V2,UNIT000003,207480,đ,true,false,
P002151-V3,UNIT000008,9880,đ,true,false,
P002152-V1,UNIT000001,399000,đ,true,false,
P002152-V2,UNIT000008,13300,đ,true,false,
P002153-V1,UNIT000001,265500,đ,true,false,
P002153-V2,UNIT000003,88500,đ,true,false,
P002153-V3,UNIT000008,8850,đ,true,false,
P002154-V1,UNIT000001,240000,đ,true,false,
P002154-V2,UNIT000003,24000,đ,true,false,
P002154-V3,UNIT000008,2400,đ,true,false,
P002155-V1,UNIT000001,143000,đ,true,false,
P002155-V2,UNIT000011,9533,đ,true,false,
P002156-V1,UNIT000001,14000,đ,true,false,
P002156-V2,UNIT000003,7000,đ,true,false,
P002156-V3,UNIT000008,700,đ,true,false,
P002157-V1,UNIT000001,27000,đ,true,false,
P002157-V2,UNIT000003,13500,đ,true,false,
P002157-V3,UNIT000008,900,đ,true,false,
P002158-V1,UNIT000001,480000,đ,true,false,
P002158-V2,UNIT000003,240000,đ,true,false,
P002158-V3,UNIT000008,16000,đ,true,false,
P002159-V1,UNIT000001,96000,đ,true,false,
P002159-V2,UNIT000003,32000,đ,true,false,
P002159-V3,UNIT000008,3200,đ,true,false,
P002160-V1,UNIT000001,258000,đ,true,false,
P002160-V2,UNIT000003,43000,đ,true,false,
P002160-V3,UNIT000008,4300,đ,true,false,
P002161-V1,UNIT000001,258000,đ,true,false,
P002161-V2,UNIT000003,86000,đ,true,false,
P002161-V3,UNIT000008,8600,đ,true,false,
P002162-V1,UNIT000001,540000,đ,true,false,
P002162-V2,UNIT000003,180000,đ,true,false,
P002162-V3,UNIT000008,18000,đ,true,false,
P002163-V1,UNIT000002,25000,đ,true,false,
P002164-V1,UNIT000001,83000,đ,true,false,
P002165-V1,UNIT000001,520000,đ,true,false,
P002165-V2,UNIT000018,17333,đ,true,false,
P002166-V1,UNIT000001,39600,đ,true,false,
P002167-V1,UNIT000001,325000,đ,true,false,
P002167-V2,UNIT000003,65000,đ,true,false,
P002167-V3,UNIT000008,6500,đ,true,false,
P002168-V1,UNIT000001,185000,đ,true,false,
P002168-V2,UNIT000018,9250,đ,true,false,
P002169-V1,UNIT000001,30000,đ,true,false,
P002169-V2,UNIT000003,3000,đ,true,false,
P002169-V3,UNIT000008,300,đ,true,false,
P002170-V1,UNIT000001,66000,đ,true,false,
P002170-V2,UNIT000008,1650,đ,true,false,
P002171-V1,UNIT000001,105000,đ,true,false,
P002171-V2,UNIT000003,35000,đ,true,false,
P002171-V3,UNIT000008,3500,đ,true,false,
P002172-V1,UNIT000001,355000,đ,true,false,
P002172-V2,UNIT000003,88750,đ,true,false,
P002172-V3,UNIT000008,8875,đ,true,false,
P002173-V1,UNIT000001,855000,đ,true,false,
P002173-V2,UNIT000003,85500,đ,true,false,
P002173-V3,UNIT000008,8550,đ,true,false,
P002174-V1,UNIT000001,78000,đ,true,false,
P002174-V2,UNIT000003,13000,đ,true,false,
P002174-V3,UNIT000008,1300,đ,true,false,
P002175-V1,UNIT000001,34000,đ,true,false,
P002175-V2,UNIT000003,17000,đ,true,false,
P002175-V3,UNIT000008,1133,đ,true,false,
P002176-V1,UNIT000001,110000,đ,true,false,
P002176-V2,UNIT000003,27500,đ,true,false,
P002176-V3,UNIT000008,1833,đ,true,false,
P002177-V1,UNIT000001,16000,đ,true,false,
P002177-V2,UNIT000003,1600,đ,true,false,
P002177-V3,UNIT000008,160,đ,true,false,
P002178-V1,UNIT000001,726000,đ,true,false,
P002178-V2,UNIT000003,72600,đ,true,false,
P002178-V3,UNIT000008,7260,đ,true,false,
P002179-V1,UNIT000001,446000,đ,true,false,
P002179-V2,UNIT000003,89200,đ,true,false,
P002179-V3,UNIT000008,7433,đ,true,false,
P002180-V1,UNIT000001,300000,đ,true,false,
P002180-V2,UNIT000003,50000,đ,true,false,
P002180-V3,UNIT000008,5000,đ,true,false,
P002181-V1,UNIT000001,120000,đ,true,false,
P002181-V2,UNIT000003,24000,đ,true,false,
P002181-V3,UNIT000008,2400,đ,true,false,
P002182-V1,UNIT000001,80000,đ,true,false,
P002182-V2,UNIT000003,20000,đ,true,false,
P002182-V3,UNIT000008,1333,đ,true,false,
P002183-V1,UNIT000001,63000,đ,true,false,
P002184-V1,UNIT000002,110000,đ,true,false,
P002185-V1,UNIT000001,110000,đ,true,false,
P002185-V2,UNIT000003,11000,đ,true,false,
P002185-V3,UNIT000008,1100,đ,true,false,
P002186-V1,UNIT000001,139000,đ,true,false,
P002186-V2,UNIT000003,46333,đ,true,false,
P002186-V3,UNIT000008,4633,đ,true,false,
P002187-V1,UNIT000001,99000,đ,true,false,
P002187-V2,UNIT000003,19800,đ,true,false,
P002187-V3,UNIT000008,1980,đ,true,false,
P002188-V1,UNIT000001,120000,đ,true,false,
P002188-V2,UNIT000003,20000,đ,true,false,
P002188-V3,UNIT000008,2000,đ,true,false,
P002189-V1,UNIT000001,24000,đ,true,false,
P002189-V2,UNIT000003,2400,đ,true,false,
P002189-V3,UNIT000008,240,đ,true,false,
P002190-V1,UNIT000002,75000,đ,true,false,
P002191-V1,UNIT000001,87000,đ,true,false,
P002191-V2,UNIT000003,8700,đ,true,false,
P002191-V3,UNIT000008,870,đ,true,false,
P002192-V1,UNIT000001,43900,đ,true,false,
P002192-V2,UNIT000003,8780,đ,true,false,
P002192-V3,UNIT000008,878,đ,true,false,
P002193-V1,UNIT000001,16000,đ,true,false,
P002193-V2,UNIT000003,5333,đ,true,false,
P002193-V3,UNIT000008,533,đ,true,false,
P002194-V1,UNIT000001,15000,đ,true,false,
P002194-V2,UNIT000003,7500,đ,true,false,
P002194-V3,UNIT000008,750,đ,true,false,
P002195-V1,UNIT000001,286000,đ,true,false,
P002195-V2,UNIT000003,47667,đ,true,false,
P002195-V3,UNIT000008,4767,đ,true,false,
P002196-V1,UNIT000001,132000,đ,true,false,
P002196-V2,UNIT000003,22000,đ,true,false,
P002196-V3,UNIT000008,2200,đ,true,false,
P002197-V1,UNIT000001,36000,đ,true,false,
P002197-V2,UNIT000003,12000,đ,true,false,
P002197-V3,UNIT000008,1200,đ,true,false,
P002198-V1,UNIT000001,396000,đ,true,false,
P002198-V2,UNIT000003,132000,đ,true,false,
P002198-V3,UNIT000008,13200,đ,true,false,
P002199-V1,UNIT000001,50000,đ,true,false,
P002199-V2,UNIT000003,5000,đ,true,false,
P002199-V3,UNIT000008,200,đ,true,false,
P002200-V1,UNIT000001,126000,đ,true,false,
P002200-V2,UNIT000003,42000,đ,true,false,
P002200-V3,UNIT000008,4200,đ,true,false,
P002201-V1,UNIT000001,40000,đ,true,false,
P002201-V2,UNIT000003,20000,đ,true,false,
P002201-V3,UNIT000008,1000,đ,true,false,
P002202-V1,UNIT000001,74000,đ,true,false,
P002202-V2,UNIT000003,7400,đ,true,false,
P002202-V3,UNIT000008,740,đ,true,false,
P002203-V1,UNIT000001,150000,đ,true,false,
P002203-V2,UNIT000003,37500,đ,true,false,
P002203-V3,UNIT000008,2500,đ,true,false,
P002204-V1,UNIT000001,150000,đ,true,false,
P002204-V2,UNIT000003,37500,đ,true,false,
P002204-V3,UNIT000008,2500,đ,true,false,
P002205-V1,UNIT000001,120000,đ,true,false,
P002205-V2,UNIT000003,12000,đ,true,false,
P002205-V3,UNIT000008,1200,đ,true,false,
P002206-V1,UNIT000001,990000,đ,true,false,
P002206-V2,UNIT000003,165000,đ,true,false,
P002206-V3,UNIT000008,8250,đ,true,false,
P002207-V1,UNIT000001,520000,đ,true,false,
P002207-V2,UNIT000003,86667,đ,true,false,
P002207-V3,UNIT000008,4333,đ,true,false,
P002208-V1,UNIT000001,96000,đ,true,false,
P002208-V2,UNIT000008,960,đ,true,false,
P002209-V1,UNIT000001,135000,đ,true,false,
P002210-V1,UNIT000001,216000,đ,true,false,
P002210-V2,UNIT000003,72000,đ,true,false,
P002210-V3,UNIT000008,7200,đ,true,false,
P002211-V1,UNIT000001,90000,đ,true,false,
P002211-V2,UNIT000003,15000,đ,true,false,
P002211-V3,UNIT000008,1500,đ,true,false,
P002212-V1,UNIT000001,112000,đ,true,false,
P002212-V2,UNIT000008,3733,đ,true,false,
P002213-V1,UNIT000001,523000,đ,true,false,
P002213-V2,UNIT000003,52300,đ,true,false,
P002213-V3,UNIT000008,5230,đ,true,false,
P002214-V1,UNIT000001,42000,đ,true,false,
P002215-V1,UNIT000001,55000,đ,true,false,
P002215-V2,UNIT000008,5500,đ,true,false,
P002216-V1,UNIT000001,60000,đ,true,false,
P002216-V2,UNIT000003,12000,đ,true,false,
P002216-V3,UNIT000008,600,đ,true,false,
P002217-V1,UNIT000001,588000,đ,true,false,
P002217-V2,UNIT000003,58800,đ,true,false,
P002217-V3,UNIT000008,5880,đ,true,false,
P002218-V1,UNIT000001,350000,đ,true,false,
P002218-V2,UNIT000018,17500,đ,true,false,
P002219-V1,UNIT000001,0,đ,true,true,
P002219-V2,UNIT000003,0,đ,true,true,
P002219-V3,UNIT000008,0,đ,true,true,
P002220-V1,UNIT000001,0,đ,true,true,
P002220-V2,UNIT000003,0,đ,true,true,
P002220-V3,UNIT000008,0,đ,true,true,
P002221-V1,UNIT000001,0,đ,true,true,
P002221-V2,UNIT000003,0,đ,true,true,
P002221-V3,UNIT000008,0,đ,true,true,
P002222-V1,UNIT000001,0,đ,true,true,
P002222-V2,UNIT000003,0,đ,true,true,
P002222-V3,UNIT000008,0,đ,true,true,
P002223-V1,UNIT000001,0,đ,true,true,
P002223-V2,UNIT000003,0,đ,true,true,
P002223-V3,UNIT000008,0,đ,true,true,
P002224-V1,UNIT000001,0,đ,true,true,
P002224-V2,UNIT000003,0,đ,true,true,
P002224-V3,UNIT000008,0,đ,true,true,
P002225-V1,UNIT000001,0,đ,true,true,
P002225-V2,UNIT000003,0,đ,true,true,
P002225-V3,UNIT000008,0,đ,true,true,
P002226-V1,UNIT000001,0,đ,true,true,
P002226-V2,UNIT000003,0,đ,true,true,
P002226-V3,UNIT000008,0,đ,true,true,
P002227-V1,UNIT000001,0,đ,true,true,
P002227-V2,UNIT000003,0,đ,true,true,
P002227-V3,UNIT000008,0,đ,true,true,
P002228-V1,UNIT000001,0,đ,true,true,
P002228-V2,UNIT000003,0,đ,true,true,
P002228-V3,UNIT000008,0,đ,true,true,
P002229-V1,UNIT000001,0,đ,true,true,
P002229-V2,UNIT000003,0,đ,true,true,
P002229-V3,UNIT000008,0,đ,true,true,
P002230-V1,UNIT000001,0,đ,true,true,
P002230-V2,UNIT000003,0,đ,true,true,
P002230-V3,UNIT000008,0,đ,true,true,
P002231-V1,UNIT000001,0,đ,true,true,
P002231-V2,UNIT000003,0,đ,true,true,
P002231-V3,UNIT000008,0,đ,true,true,
P002232-V1,UNIT000001,0,đ,true,true,
P002232-V2,UNIT000003,0,đ,true,true,
P002232-V3,UNIT000008,0,đ,true,true,
P002233-V1,UNIT000001,0,đ,true,true,
P002233-V2,UNIT000003,0,đ,true,true,
P002233-V3,UNIT000008,0,đ,true,true,
P002234-V1,UNIT000001,0,đ,true,true,
P002234-V2,UNIT000003,0,đ,true,true,
P002234-V3,UNIT000008,0,đ,true,true,
P002235-V1,UNIT000001,0,đ,true,true,
P002235-V2,UNIT000003,0,đ,true,true,
P002235-V3,UNIT000008,0,đ,true,true,
P002236-V1,UNIT000001,0,đ,true,true,
P002236-V2,UNIT000003,0,đ,true,true,
P002236-V3,UNIT000008,0,đ,true,true,
P002237-V1,UNIT000001,0,đ,true,true,
P002237-V2,UNIT000003,0,đ,true,true,
P002237-V3,UNIT000008,0,đ,true,true,
P002238-V1,UNIT000001,0,đ,true,true,
P002238-V2,UNIT000003,0,đ,true,true,
P002238-V3,UNIT000008,0,đ,true,true,
P002239-V1,UNIT000001,0,đ,true,true,
P002239-V2,UNIT000003,0,đ,true,true,
