product_code,ingredient_code,strength_value,strength_unit
P000635,ING000632,,
P000635,ING001767,,
P000635,ING001768,,
P000635,ING000770,,
P000635,ING001086,,
P000635,ING001769,,
P000635,ING000764,,
P000635,ING001085,,
P000635,ING001213,,
P000635,ING000583,,
P000636,ING001069,,
P000636,ING001675,,
P000636,ING000340,,
P000636,ING000591,,
P000636,ING000831,,
P000636,ING001770,,
P000636,ING000638,,
P000636,ING000383,,
P000637,ING000023,,
P000637,ING001048,,
P000637,ING001206,,
P000637,ING000707,,
P000637,ING001023,,
P000637,ING001204,,
P000637,ING001771,,
P000637,ING000424,,
P000637,ING001237,,
P000637,ING000765,,
P000637,ING001024,,
P000637,ING000770,,
P000638,ING000023,,
P000638,ING001083,,
P000638,ING000707,,
P000638,ING001772,,
P000638,ING001206,,
P000638,ING001204,,
P000638,ING001238,,
P000638,ING000958,,
P000638,ING000424,,
P000638,ING001773,,
P000639,ING000023,,
P000639,ING000944,,
P000639,ING000428,,
P000639,ING001048,,
P000639,ING000958,,
P000639,ING001023,,
P000639,ING001772,,
P000639,ING000444,,
P000639,ING000819,,
P000639,ING001774,,
P000639,ING000435,,
P000639,ING001024,,
P000639,ING000023,,
P000639,ING000944,,
P000639,ING000428,,
P000639,ING001048,,
P000639,ING000958,,
P000639,ING001023,,
P000639,ING001772,,
P000639,ING000444,,
P000639,ING000819,,
P000639,ING001774,,
P000639,ING000435,,
P000639,ING001024,,
P000640,ING000023,,
P000640,ING000769,,
P000640,ING000541,,
P000640,ING001457,,
P000640,ING000006,,
P000640,ING001512,,
P000640,ING000427,,
P000640,ING000950,,
P000640,ING001513,,
P000640,ING001511,,
P000640,ING000551,,
P000640,ING001775,,
P000640,ING001122,,
P000640,ING000018,,
P000640,ING001344,,
P000640,ING001553,,
P000640,ING000831,,
P000640,ING001723,,
P000641,ING001069,,
P000641,ING001263,,
P000641,ING000451,,
P000641,ING000006,,
P000641,ING001290,,
P000641,ING001776,,
P000641,ING000668,,
P000642,ING000375,,
P000642,ING000376,,
P000642,ING001683,,
P000642,ING000006,,
P000642,ING000841,,
P000642,ING000018,,
P000642,ING000882,,
P000642,ING000289,,
P000642,ING001171,,
P000642,ING000383,,
P000642,ING000014,,
P000642,ING001474,,
P000642,ING001777,,
P000642,ING001721,,
P000643,ING001633,,
P000643,ING000546,,
P000643,ING000424,,
P000643,ING000444,,
P000643,ING000820,,
P000643,ING001020,,
P000643,ING001086,,
P000643,ING001778,,
P000643,ING000769,,
P000643,ING001237,,
P000643,ING000631,,
P000643,ING001238,,
P000643,ING001206,,
P000643,ING000583,,
P000643,ING000689,,
P000643,ING000707,,
P000643,ING001076,,
P000643,ING000764,,
P000643,ING000006,,
P000643,ING001779,,
P000643,ING000817,,
P000643,ING000912,,
P000643,ING000405,,
P000643,ING000018,,
P000643,ING001780,,
P000643,ING000431,,
P000643,ING001324,,
P000643,ING001636,,
P000643,ING000652,,
P000643,ING001231,,
P000643,ING001178,,
P000643,ING000917,,
P000643,ING000955,,
P000643,ING001167,,
P000643,ING000548,,
P000643,ING000821,,
P000643,ING000952,,
P000643,ING000709,,
P000643,ING001023,,
P000643,ING001644,,
P000644,ING001213,,
P000644,ING001441,,
P000644,ING001162,,
P000644,ING001675,,
P000644,ING000541,,
P000644,ING000632,,
P000644,ING000709,,
P000644,ING000546,,
P000644,ING001209,,
P000644,ING001148,,
P000644,ING001781,,
P000644,ING001760,,
P000644,ING000552,,
P000644,ING000023,,
P000644,ING000006,,
P000644,ING000016,,
P000644,ING001782,,
P000644,ING001483,,
P000644,ING000521,,
P000644,ING000052,,
P000644,ING000405,,
P000644,ING001395,,
P000644,ING000680,,
P000644,ING001072,,
P000644,ING000677,,
P000644,ING001100,,
P000644,ING000289,,
P000644,ING000468,,
P000644,ING000051,,
P000644,ING001783,,
P000644,ING000018,,
P000644,ING000862,,
P000644,ING000860,,
P000644,ING000250,,
P000644,ING000915,,
P000645,ING000541,,
P000645,ING001213,,
P000645,ING001441,,
P000645,ING001162,,
P000645,ING001675,,
P000645,ING000632,,
P000645,ING001760,,
P000645,ING001117,,
P000645,ING000631,,
P000645,ING000546,,
P000645,ING001483,,
P000645,ING001209,,
P000645,ING000709,,
P000645,ING001148,,
P000646,ING001675,,
P000646,ING001213,,
P000646,ING001441,,
P000646,ING001162,,
P000646,ING001048,,
P000646,ING000016,,
P000646,ING000632,,
P000646,ING000709,,
P000646,ING001117,,
P000646,ING001209,,
P000646,ING001148,,
P000646,ING001762,,
P000646,ING000541,,
P000647,ING000023,,
P000647,ING000754,,
P000647,ING001128,,
P000647,ING000006,,
P000647,ING000656,,
P000647,ING000402,,
P000647,ING000668,,
P000647,ING000018,,
P000647,ING001415,,
P000647,ING000156,,
P000647,ING000659,,
P000647,ING001582,,
P000647,ING000016,,
P000647,ING001513,,
P000647,ING000289,,
P000647,ING000451,,
P000647,ING000014,,
P000647,ING001784,,
P000647,ING001476,,
P000647,ING001785,,
P000647,ING001786,,
P000648,ING001523,,
P000650,ING000376,,
P000650,ING001787,,
P000650,ING000407,,
P000650,ING001788,,
P000650,ING001789,,
P000651,ING000840,,
P000651,ING000006,,
P000651,ING000014,,
P000651,ING000696,,
P000651,ING000657,,
P000651,ING000156,,
P000651,ING001136,,
P000651,ING000020,,
P000651,ING000772,,
P000651,ING000431,,
P000651,ING000996,,
P000651,ING001790,,
P000651,ING001066,,
P000651,ING000879,,
P000651,ING001083,,
P000651,ING000584,,
P000651,ING000992,,
P000651,ING000880,,
P000651,ING000997,,
P000651,ING000024,,
P000651,ING000025,,
P000651,ING000995,,
P000652,ING001069,,
P000652,ING000156,,
P000652,ING000006,,
P000652,ING000375,,
P000652,ING001791,,
P000652,ING000289,,
P000652,ING000405,,
P000652,ING000016,,
P000652,ING000468,,
P000652,ING000582,,
P000652,ING001792,,
P000652,ING000737,,
P000653,ING000023,,
P000653,ING001791,,
P000653,ING000645,,
P000653,ING001793,,
P000653,ING000928,,
P000653,ING000407,,
P000653,ING000020,,
P000653,ING000381,,
P000653,ING000384,,
P000653,ING000551,,
P000653,ING000677,,
P000653,ING000669,,
P000653,ING000383,,
P000653,ING000252,,
P000654,ING000023,,
P000654,ING000815,,
P000654,ING000628,,
P000654,ING000544,,
P000654,ING001794,,
P000654,ING000156,,
P000654,ING000006,,
P000654,ING000546,,
P000654,ING000408,,
P000654,ING001765,,
P000654,ING000444,,
P000654,ING000682,,
P000654,ING001795,,
P000654,ING000632,,
P000654,ING000484,,
P000654,ING000624,,
P000654,ING000986,,
P000654,ING000526,,
P000655,ING000023,,
P000655,ING000544,,
P000655,ING000628,,
P000655,ING000006,,
P000655,ING001617,,
P000655,ING001796,,
P000655,ING000548,,
P000655,ING000551,,
P000655,ING000637,,
P000655,ING000016,,
P000655,ING001307,,
P000655,ING000630,,
P000655,ING000024,,
P000655,ING000581,,
P000655,ING000381,,
P000655,ING000384,,
P000655,ING000014,,
P000655,ING000428,,
P000656,ING001294,,
P000656,ING001797,,
P000656,ING001685,,
P000656,ING001299,,
P000656,ING001298,,
P000656,ING001297,,
P000656,ING001456,,
P000656,ING001442,,
P000656,ING000551,,
P000656,ING000544,,
P000656,ING000669,,
P000656,ING000628,,
P000656,ING000711,,
P000657,ING001797,,
P000657,ING001685,,
P000657,ING001299,,
P000657,ING001442,,
P000657,ING001298,,
P000657,ING001297,,
P000657,ING001456,,
P000657,ING001294,,
P000657,ING000551,,
P000657,ING000669,,
P000657,ING000544,,
P000657,ING000628,,
P000657,ING000711,,
P000658,ING000920,,
P000658,ING001523,,
P000659,ING001798,,
P000660,ING000384,,
P000660,ING000381,,
P000660,ING000014,,
P000660,ING001799,,
P000660,ING001379,,
P000660,ING001800,,
P000660,ING001325,,
P000660,ING000630,,
P000660,ING000548,,
P000660,ING001435,,
P000660,ING000006,,
P000660,ING000546,,
P000660,ING000544,,
P000660,ING000689,,
P000660,ING000628,,
P000660,ING001801,,
P000660,ING001802,,
P000660,ING001307,,
P000661,ING000023,,
P000661,ING000468,,
P000661,ING001287,,
P000661,ING000728,,
P000661,ING000427,,
P000661,ING000181,,
P000661,ING001078,,
P000661,ING000408,,
P000661,ING000402,,
P000661,ING000006,,
P000661,ING001803,,
P000661,ING000381,,
P000661,ING001432,,
P000661,ING000016,,
P000661,ING000383,,
P000661,ING000034,,
P000661,ING001791,,
P000661,ING001804,,
P000662,ING000407,,
P000662,ING000851,,
P000662,ING001495,,
P000662,ING001805,,
P000663,ING001069,,
P000663,ING000635,,
P000663,ING001577,,
P000663,ING000006,,
P000663,ING001047,,
P000663,ING000813,,
P000663,ING000814,,
P000663,ING000406,,
P000663,ING001806,,
P000663,ING000544,,
P000663,ING000468,,
P000663,ING000543,,
P000663,ING000807,,
P000663,ING000547,,
P000663,ING000960,,
P000663,ING001371,,
P000663,ING001370,,
P000663,ING000368,,
P000663,ING000383,,
P000663,ING000727,,
P000663,ING000989,,
P000663,ING001807,,
P000663,ING001374,,
P000663,ING001375,,
P000664,ING001069,,
P000664,ING001577,,
P000664,ING000814,,
P000664,ING000406,,
P000664,ING001373,,
P000664,ING000635,,
P000664,ING001370,,
P000664,ING000468,,
P000664,ING000740,,
P000664,ING000746,,
P000664,ING001243,,
P000664,ING000366,,
P000664,ING000960,,
P000664,ING001372,,
P000664,ING001371,,
P000664,ING000509,,
P000664,ING000368,,
P000664,ING000688,,
P000664,ING000383,,
P000664,ING000727,,
P000664,ING001808,,
P000664,ING000989,,
P000664,ING001374,,
P000664,ING001375,,
P000665,ING000707,,
P000665,ING001148,,
P000665,ING001022,,
P000665,ING001694,,
P000665,ING001809,,
P000665,ING000781,,
P000665,ING000407,,
P000665,ING000428,,
P000665,ING000023,,
P000665,ING001791,,
P000665,ING000708,,
P000666,ING000383,,
P000666,ING000724,,
P000666,ING000381,,
P000666,ING000414,,
P000666,ING000402,,
P000666,ING000546,,
P000666,ING000366,,
P000666,ING001594,,
P000666,ING000960,,
P000666,ING001506,,
P000666,ING000989,,
P000666,ING000707,,
P000666,ING000702,,
P000666,ING000691,,
P000666,ING001072,,
P000666,ING001069,,
P000666,ING000504,,
P000667,ING000710,,
P000667,ING000745,,
P000667,ING000544,,
P000667,ING000052,,
P000667,ING000408,,
P000667,ING001810,,
P000667,ING001811,,
P000667,ING001812,,
P000668,ING000023,,
P000668,ING000710,,
P000668,ING000916,,
P000668,ING001810,,
P000668,ING000793,,
P000668,ING000694,,
P000668,ING001813,,
P000668,ING001814,,
P000668,ING000408,,
P000668,ING001374,,
P000668,ING000795,,
P000669,ING000023,,
P000669,ING000006,,
P000669,ING001056,,
P000669,ING000427,,
P000669,ING000712,,
P000669,ING000428,,
P000669,ING000827,,
P000669,ING000710,,
P000669,ING000818,,
P000669,ING001054,,
P000669,ING000381,,
P000669,ING000799,,
P000669,ING000448,,
P000669,ING000452,,
P000669,ING000486,,
P000669,ING000024,,
P000669,ING000543,,
P000669,ING000808,,
P000669,ING000838,,
P000669,ING000839,,
P000670,ING000023,,
P000670,ING000762,,
P000670,ING000694,,
P000670,ING000657,,
P000670,ING000921,,
P000670,ING000407,,
P000670,ING000381,,
P000670,ING000020,,
P000670,ING000761,,
P000670,ING000410,,
P000670,ING000384,,
P000671,ING000375,,
P000671,ING000677,,
P000671,ING000637,,
P000671,ING001513,,
P000671,ING001815,,
P000671,ING000645,,
P000671,ING000006,,
P000671,ING001816,,
P000671,ING001235,,
P000671,ING000795,,
P000671,ING000420,,
P000671,ING000769,,
P000671,ING001331,,
P000671,ING000020,,
P000672,ING000637,,
P000672,ING000431,,
P000672,ING000368,,
P000672,ING001817,,
P000672,ING001818,,
P000673,ING000023,,
P000673,ING001791,,
P000673,ING000645,,
P000673,ING001793,,
P000673,ING000928,,
P000673,ING000407,,
P000673,ING000020,,
P000673,ING000381,,
P000673,ING000384,,
P000673,ING000551,,
P000673,ING000677,,
P000673,ING000669,,
P000673,ING000383,,
P000673,ING000252,,
P000674,ING000769,,
P000674,ING000407,,
P000675,ING000023,,
P000675,ING001819,,
P000675,ING000645,,
P000675,ING001793,,
P000675,ING000582,,
P000675,ING000921,,
P000675,ING000757,,
P000675,ING000657,,
P000675,ING000882,,
P000675,ING000928,,
P000675,ING000468,,
P000675,ING000381,,
P000675,ING000384,,
P000675,ING000407,,
P000675,ING000919,,
P000675,ING000408,,
P000675,ING001820,,
P000675,ING001821,,
P000676,ING000922,,
P000676,ING000427,,
P000676,ING001822,,
P000676,ING001823,,
P000676,ING001824,,
P000676,ING000676,,
P000676,ING000928,,
P000676,ING000657,,
P000676,ING000551,,
P000676,ING000680,,
P000676,ING000408,,
P000676,ING001825,,
P000677,ING000023,,
P000677,ING000672,,
P000677,ING000020,,
P000677,ING000428,,
P000677,ING000019,,
P000677,ING000648,,
P000677,ING000595,,
P000677,ING000848,,
P000677,ING000407,,
P000677,ING001791,,
P000677,ING000383,,
P000677,ING000468,,
P000677,ING000442,,
P000677,ING000741,,
P000677,ING000447,,
P000677,ING001387,,
P000678,ING001826,,
P000678,ING001827,,
P000678,ING001828,,
P000679,ING000383,,
P000679,ING000693,,
P000679,ING000543,,
P000679,ING000928,,
P000679,ING000971,,
P000679,ING000542,,
P000679,ING000016,,
P000679,ING000381,,
P000679,ING001144,,
P000679,ING000009,,
P000679,ING001431,,
P000679,ING000368,,
P000679,ING001829,,
P000680,ING001424,,
P000680,ING001830,,
P000680,ING000400,,
P000680,ING000540,,
P000680,ING000381,,
P000680,ING000582,,
P000681,ING000023,,
P000681,ING001831,,
P000681,ING000628,,
P000681,ING000016,,
P000681,ING000468,,
P000681,ING000971,,
P000681,ING000542,,
P000681,ING000547,,
P000681,ING000548,,
P000681,ING000408,,
P000681,ING000448,,
P000681,ING000885,,
P000681,ING000805,,
P000681,ING001572,,
P000681,ING000660,,
P000682,ING001832,,
P000682,ING000408,,
P000683,ING000017,,
P000683,ING000016,,
P000683,ING001436,,
P000683,ING000018,,
P000683,ING000337,,
P000683,ING000006,,
P000683,ING000007,,
P000683,ING001833,,
P000683,ING000805,,
P000683,ING001834,,
P000683,ING001835,,
P000684,ING000023,,
P000684,ING001506,,
P000684,ING001836,,
P000684,ING001325,,
P000684,ING001837,,
P000684,ING000790,,
P000684,ING001049,,
P000684,ING000427,,
P000684,ING000006,,
P000684,ING000648,,
P000684,ING001838,,
P000684,ING001379,,
P000684,ING000772,,
P000684,ING000020,,
P000684,ING000882,,
P000684,ING001199,,
P000684,ING000727,,
P000684,ING000408,,
P000684,ING001478,,
P000684,ING000014,,
P000684,ING000907,,
P000684,ING000880,,
P000684,ING001493,,
P000684,ING000018,,
P000685,ING001839,,
P000685,ING000637,,
P000685,ING000544,,
P000685,ING000375,,
P000685,ING000638,,
P000685,ING000543,,
P000685,ING000340,,
P000685,ING001776,,
P000685,ING000616,,
P000685,ING000448,,
P000685,ING000740,,
P000686,ING001671,,
P000686,ING000997,,
P000686,ING001840,,
P000686,ING000006,,
P000686,ING000005,,
P000686,ING001841,,
P000686,ING000427,,
P000686,ING000707,,
P000686,ING000743,,
P000686,ING000542,,
P000686,ING001842,,
P000686,ING000543,,
P000686,ING000595,,
P000686,ING000799,,
P000686,ING001843,,
P000686,ING000546,,
P000686,ING000452,,
P000686,ING000486,,
P000686,ING000381,,
P000686,ING000024,,
P000686,ING000384,,
P000686,ING000368,,
P000686,ING000011,,
P000686,ING001844,,
P000686,ING001845,,
P000686,ING001846,,
P000686,ING001847,,
P000687,ING001239,,
P000687,ING000805,,
P000687,ING000439,,
P000687,ING001013,,
P000687,ING000448,,
P000687,ING000427,,
P000687,ING001848,,
P000687,ING000250,,
P000687,ING000677,,
P000687,ING000016,,
P000687,ING000381,,
P000687,ING000014,,
P000687,ING000407,,
P000687,ING000024,,
P000687,ING000023,,
P000687,ING000383,,
P000687,ING001791,,
P000687,ING001360,,
P000687,ING000468,,
P000687,ING001191,,
P000687,ING000156,,
P000687,ING000691,,
P000687,ING000408,,
P000687,ING001849,,
P000688,ING000375,,
P000688,ING001844,,
P000688,ING001235,,
P000688,ING000427,,
P000688,ING000542,,
P000688,ING000707,,
P000688,ING000006,,
P000688,ING000743,,
P000688,ING000543,,
P000688,ING000595,,
P000688,ING001845,,
P000688,ING001850,,
P000688,ING000799,,
P000688,ING000875,,
P000688,ING000546,,
P000688,ING000452,,
P000688,ING000486,,
P000688,ING000381,,
P000688,ING000024,,
P000688,ING000997,,
P000688,ING001685,,
P000688,ING000831,,
P000688,ING000020,,
P000688,ING000431,,
P000688,ING000014,,
P000688,ING001684,,
P000688,ING001851,,
P000688,ING000869,,
P000689,ING001671,,
P000689,ING000997,,
P000689,ING001847,,
P000689,ING000375,,
P000689,ING001844,,
P000689,ING000427,,
P000689,ING000707,,
P000689,ING000743,,
P000689,ING000543,,
P000689,ING000006,,
P000689,ING001841,,
P000689,ING001851,,
P000689,ING000542,,
P000689,ING000595,,
P000689,ING001843,,
P000689,ING000800,,
P000689,ING001845,,
P000689,ING000799,,
P000689,ING000546,,
P000689,ING000486,,
P000689,ING000452,,
P000689,ING000381,,
P000689,ING000024,,
P000689,ING001846,,
P000689,ING000384,,
P000689,ING000368,,
P000689,ING000011,,
P000690,ING001545,,
P000690,ING000657,,
P000690,ING000156,,
P000690,ING000375,,
P000690,ING000540,,
P000690,ING000427,,
P000690,ING000582,,
P000690,ING001008,,
P000690,ING001852,,
P000690,ING000448,,
P000690,ING000408,,
P000690,ING000805,,
P000690,ING000383,,
P000690,ING000006,,
P000690,ING001853,,
P000690,ING001854,,
P000690,ING000020,,
P000690,ING001855,,
P000690,ING000955,,
P000690,ING001856,,
P000690,ING001857,,
P000690,ING001858,,
P000690,ING001859,,
P000690,ING000669,,
P000691,ING001069,,
P000691,ING000805,,
P000691,ING000448,,
P000691,ING000006,,
P000691,ING001860,,
P000691,ING000383,,
P000691,ING001861,,
P000691,ING001841,,
P000691,ING001264,,
P000692,ING000465,,
P000692,ING001546,,
P000692,ING000917,,
P000692,ING001547,,
P000692,ING000250,,
P000692,ING001548,,
P000692,ING000838,,
P000692,ING000725,,
P000692,ING000018,,
P000692,ING001114,,
P000692,ING000584,,
P000692,ING000921,,
P000692,ING001110,,
P000692,ING000721,,
P000692,ING000821,,
P000692,ING000424,,
P000692,ING001280,,
P000692,ING001549,,
P000692,ING000810,,
P000692,ING000556,,
P000692,ING001355,,
P000692,ING000671,,
P000692,ING001550,,
P000692,ING000945,,
P000692,ING000427,,
P000692,ING000694,,
P000692,ING001551,,
P000692,ING000551,,
P000692,ING000635,,
P000692,ING000006,,
P000692,ING000546,,
P000692,ING001264,,
P000692,ING000689,,
P000692,ING000465,,
P000692,ING001546,,
P000692,ING000917,,
P000692,ING001547,,
P000692,ING000250,,
P000692,ING001548,,
P000692,ING000838,,
P000692,ING000725,,
P000692,ING000018,,
P000692,ING001114,,
P000692,ING000584,,
P000692,ING000921,,
P000692,ING001110,,
P000692,ING000721,,
P000692,ING000821,,
P000692,ING000424,,
P000692,ING001280,,
P000692,ING001549,,
P000692,ING000810,,
P000692,ING000556,,
P000692,ING001355,,
P000692,ING000671,,
P000692,ING001550,,
P000692,ING000945,,
P000692,ING000427,,
P000692,ING000694,,
P000692,ING001551,,
P000692,ING000551,,
P000692,ING000635,,
P000692,ING000006,,
P000692,ING000546,,
P000692,ING001264,,
P000692,ING000689,,
P000692,ING000465,,
P000692,ING001546,,
P000692,ING000917,,
P000692,ING001547,,
P000692,ING000250,,
P000692,ING001548,,
P000692,ING000838,,
P000692,ING000725,,
P000692,ING000018,,
P000692,ING001114,,
P000692,ING000584,,
P000692,ING000921,,
P000692,ING001110,,
P000692,ING000721,,
P000692,ING000821,,
P000692,ING000424,,
P000692,ING001280,,
P000692,ING001549,,
P000692,ING000810,,
P000692,ING000556,,
P000692,ING001355,,
P000692,ING000671,,
P000692,ING001550,,
P000692,ING000945,,
P000692,ING000427,,
P000692,ING000694,,
P000692,ING001551,,
P000692,ING000551,,
P000692,ING000635,,
P000692,ING000006,,
P000692,ING000546,,
P000692,ING001264,,
P000692,ING000689,,
P000693,ING001069,,
P000693,ING001862,,
P000693,ING001863,,
P000693,ING001212,,
P000693,ING000542,,
P000693,ING000016,,
P000693,ING000006,,
P000693,ING000546,,
P000693,ING000543,,
P000693,ING000657,,
P000693,ING001374,,
P000693,ING000551,,
P000693,ING000468,,
P000693,ING000544,,
P000693,ING000742,,
P000693,ING000743,,
P000693,ING000748,,
P000693,ING000960,,
P000693,ING000381,,
P000693,ING001864,,
P000693,ING001865,,
P000693,ING001866,,
P000693,ING000407,,
P000693,ING000408,,
P000693,ING000907,,
P000693,ING000704,,
P000693,ING000705,,
P000693,ING000669,,
P000693,ING000014,,
P000693,ING001867,,
P000693,ING001868,,
P000693,ING000383,,
P000694,ING000023,,
P000694,ING000916,,
P000694,ING001192,,
P000694,ING001089,,
P000694,ING001036,,
P000694,ING001345,,
P000694,ING000407,,
P000694,ING000156,,
P000694,ING000637,,
P000694,ING000584,,
P000694,ING001116,,
P000694,ING000648,,
P000694,ING001869,,
P000694,ING001653,,
P000694,ING000632,,
P000694,ING001870,,
P000694,ING000677,,
P000694,ING001871,,
P000694,ING000431,,
P000694,ING001872,,
P000694,ING001873,,
P000694,ING000384,,
P000694,ING000381,,
P000695,ING000023,,
P000695,ING001874,,
P000695,ING000006,,
P000695,ING000595,,
P000695,ING001456,,
P000695,ING000544,,
P000695,ING000635,,
P000695,ING001045,,
P000695,ING001875,,
P000695,ING000427,,
P000695,ING000807,,
P000695,ING001406,,
P000695,ING001400,,
P000695,ING000800,,
P000695,ING000930,,
P000695,ING000024,,
P000695,ING001169,,
P000695,ING000020,,
P000695,ING001876,,
P000696,ING001877,,
P000697,ING000023,,
P000697,ING001837,,
P000697,ING001117,,
P000697,ING000340,,
P000697,ING001089,,
P000697,ING001655,,
P000697,ING000544,,
P000698,ING000023,,
P000698,ING000006,,
P000698,ING000637,,
P000698,ING000916,,
P000698,ING000542,,
P000698,ING001654,,
P000698,ING000628,,
P000698,ING001556,,
P000698,ING000697,,
P000698,ING000819,,
P000698,ING000544,,
P000698,ING000016,,
P000698,ING001212,,
P000699,ING000375,,
P000699,ING000006,,
P000699,ING000694,,
P000699,ING000544,,
P000699,ING001874,,
P000699,ING000542,,
P000699,ING001878,,
P000699,ING000799,,
P000699,ING000876,,
P000699,ING000546,,
P000699,ING001653,,
P000699,ING000931,,
P000699,ING000408,,
P000699,ING001235,,
P000699,ING000431,,
P000699,ING000804,,
P000699,ING000024,,
P000699,ING000584,,
P000699,ING000039,,
P000699,ING000407,,
P000699,ING000383,,
P000699,ING000252,,
P000700,ING000023,,
P000700,ING000583,,
P000700,ING000427,,
P000700,ING000584,,
P000700,ING001518,,
P000700,ING001879,,
P000700,ING001880,,
P000700,ING000812,,
P000700,ING000555,,
P000700,ING000556,,
P000700,ING000381,,
P000700,ING000650,,
P000700,ING000557,,
P000700,ING001144,,
P000700,ING001881,,
P000700,ING001150,,
P000700,ING001882,,
P000700,ING001883,,
P000700,ING001700,,
P000700,ING000595,,
P000700,ING001884,,
P000701,ING000657,,
P000701,ING001885,,
P000701,ING001886,,
P000701,ING001887,,
P000701,ING001888,,
P000702,ING000023,,
P000702,ING000878,,
P000702,ING000273,,
P000702,ING000541,,
P000702,ING001117,,
P000702,ING000006,,
P000702,ING001513,,
P000702,ING000551,,
P000702,ING000584,,
P000702,ING000024,,
P000702,ING000383,,
P000702,ING001099,,
P000702,ING000672,,
P000702,ING000768,,
P000702,ING000800,,
P000702,ING000016,,
P000702,ING001700,,
P000702,ING000831,,
P000702,ING000950,,
P000702,ING001510,,
P000702,ING001699,,
P000702,ING000014,,
P000702,ING001553,,
P000703,ING001889,,
P000703,ING001890,,
P000703,ING001891,,
P000703,ING001892,,
P000704,ING000408,,
P000704,ING001852,,
P000704,ING001600,,
P000704,ING000657,,
P000704,ING000375,,
P000704,ING000428,,
P000704,ING000427,,
P000704,ING000006,,
P000704,ING000340,,
P000704,ING001893,,
P000704,ING000448,,
P000704,ING000805,,
P000704,ING000383,,
P000704,ING001518,,
P000704,ING000024,,
P000704,ING000923,,
P000704,ING001008,,
P000705,ING000689,,
P000706,ING001248,,
P000706,ING001894,,
P000706,ING001895,,
P000706,ING001896,,
P000706,ING001897,,
P000706,ING001898,,
P000706,ING001899,,
P000706,ING001900,,
P000707,ING000023,,
P000707,ING000006,,
P000707,ING000583,,
P000707,ING000016,,
P000707,ING000551,,
P000707,ING000595,,
P000707,ING000546,,
P000707,ING000667,,
P000707,ING001240,,
P000707,ING001901,,
P000707,ING001902,,
P000707,ING000810,,
P000707,ING000431,,
P000707,ING001104,,
P000707,ING000669,,
P000707,ING000789,,
P000707,ING000584,,
P000707,ING000018,,
P000707,ING000020,,
P000707,ING000427,,
P000707,ING000831,,
P000707,ING000381,,
P000707,ING000659,,
P000708,ING001903,,
P000708,ING001904,,
P000708,ING001905,,
P000708,ING001906,,
P000708,ING001907,,
P000708,ING001908,,
P000708,ING001909,,
P000708,ING001910,,
P000709,ING000023,,
P000709,ING001791,,
P000709,ING000006,,
P000709,ING001721,,
P000709,ING000381,,
P000709,ING001281,,
P000709,ING000581,,
P000709,ING000663,,
P000710,ING000023,,
P000710,ING000006,,
P000710,ING000427,,
P000710,ING000156,,
P000710,ING000710,,
P000710,ING000039,,
P000710,ING000024,,
P000710,ING000648,,
P000710,ING000848,,
P000710,ING000976,,
P000710,ING000402,,
P000710,ING001911,,
P000710,ING000407,,
P000710,ING000423,,
P000710,ING000431,,
P000710,ING000383,,
P000711,ING000023,,
P000711,ING000896,,
P000711,ING001912,,
P000711,ING000156,,
P000711,ING000694,,
P000711,ING001913,,
P000711,ING001914,,
P000711,ING000544,,
P000711,ING000630,,
P000711,ING000407,,
P000711,ING000730,,
P000711,ING000408,,
P000711,ING000381,,
P000711,ING000384,,
P000712,ING000023,,
P000712,ING000762,,
P000712,ING000694,,
P000712,ING000657,,
P000712,ING000921,,
P000712,ING000407,,
P000712,ING000381,,
P000712,ING000020,,
P000712,ING000761,,
P000712,ING000410,,
P000712,ING000384,,
P000713,ING000023,,
P000713,ING001915,,
P000713,ING000006,,
P000713,ING001148,,
P000713,ING000694,,
P000713,ING001267,,
P000713,ING000546,,
P000713,ING001280,,
P000713,ING000051,,
P000713,ING000018,,
P000713,ING000831,,
P000713,ING001264,,
P000713,ING001916,,
P000714,ING000689,,
P000714,ING000006,,
P000714,ING000546,,
P000714,ING001102,,
P000714,ING000156,,
P000714,ING001103,,
P000714,ING000424,,
P000714,ING001104,,
P000714,ING001105,,
P000714,ING001106,,
P000714,ING001079,,
P000714,ING001107,,
P000714,ING000990,,
P000714,ING000686,,
P000714,ING000746,,
P000714,ING000014,,
P000714,ING001108,,
P000714,ING001109,,
P000714,ING001110,,
P000714,ING001111,,
P000714,ING000694,,
P000714,ING001112,,
P000714,ING001113,,
P000714,ING000584,,
P000714,ING001114,,
P000714,ING000018,,
P000714,ING000725,,
P000714,ING000250,,
P000714,ING000020,,
P000714,ING000595,,
P000714,ING000971,,
P000714,ING001115,,
P000714,ING000657,,
P000714,ING001116,,
P000714,ING000659,,
P000715,ING000023,,
P000715,ING001513,,
P000715,ING000156,,
P000715,ING000546,,
P000715,ING001045,,
P000715,ING000424,,
P000715,ING000006,,
P000715,ING000779,,
P000715,ING000595,,
P000715,ING000544,,
P000715,ING001199,,
P000715,ING000632,,
P000715,ING000648,,
P000716,ING000023,,
P000716,ING000006,,
P000716,ING000546,,
P000716,ING000156,,
P000716,ING001103,,
P000716,ING000424,,
P000716,ING001237,,
P000716,ING001079,,
P000716,ING000990,,
P000716,ING000686,,
P000716,ING000746,,
P000716,ING000014,,
P000716,ING001108,,
P000716,ING001089,,
P000716,ING001110,,
P000716,ING000669,,
P000716,ING001113,,
P000716,ING000584,,
