product_code,registration_number,dosage_form_code,requires_prescription,shelf_life_months,temperature_condition,light_condition,humidity_condition
P002784,VD-23863-15,DF000026,true,36,,,
P002785,893200128600,DF000026,false,36,,,
P002786,VD-16722-12,DF000007,true,36,,,
P002787,VN-17207-13,DF000007,true,36,,,
P002788,893110676024,DF000026,true,36,,,
P002789,VD-23857-15,DF000026,true,36,,,
P002790,VN-17271-13,DF000033,true,36,,,
P002791,893110695824,DF000007,true,36,,,
P002792,893110376323,DF000026,true,36,,,
P002793,893110491124,DF000033,true,36,,,
P002794,VD-21101-14,DF000026,true,36,,,
P002795,893110394723,DF000063,true,36,,,
P002796,893110272523,DF000026,true,36,,,
P002797,VD-17141-12,DF000035,true,36,,,
P002798,VD-19122-13,DF000026,true,36,,,
P002799,VN-18633-15,DF000007,true,36,,,
P002800,893110657224,DF000026,true,36,,,
P002801,VD-21728-14,DF000007,true,36,,,
P002802,893110094023,DF000026,true,36,,,
P002803,894110020725,DF000026,true,36,,,
P002804,VN-18126-14,DF000007,true,36,,,
P002805,893110840724,DF000026,true,24,,,
P002806,899110042725,DF000026,true,36,,,
P002807,893110043000,DF000007,true,36,,,
P002808,VD-19846-13,DF000026,true,24,,,
P002809,VD-20064-13,DF000026,true,48,,,
P002810,590110071523,DF000007,true,36,,,
P002811,VN-13970-11,DF000061,true,36,,,
P002812,893110266400,DF000007,true,36,,,
P002813,893110914924,DF000026,true,36,,,
P002814,VD-19671-13,DF000026,true,36,,,
P002815,893110318423,DF000075,true,24,,,
P002816,893110158325,DF000026,true,36,,,
P002817,VD-20810-14,DF000026,true,36,,,
P002818,VD-23366-15,DF000026,true,36,,,
P002819,VN-25122-16,DF000026,true,36,,,
P002820,VD-19317-13,DF000026,true,24,,,
P002821,893110042323,DF000026,true,36,,,
P002822,893110045300,DF000026,true,36,,,
P002823,VN-20083-16,DF000026,true,36,,,
P002824,VD-21542-14,DF000026,true,36,,,
P002825,VD-17592-12,DF000026,true,36,,,
P002826,893110377523,DF000007,true,36,,,
P002827,893110290900,DF000026,true,36,,,
P002828,893110657024,DF000026,true,36,,,
P002829,893110895224,DF000033,true,36,,,
P002830,893110104123,DF000026,true,36,,,
P002831,893110072800,DF000033,true,36,,,
P002832,893110094224,DF000026,true,36,,,
P002833,VN-18254-14,DF000007,true,36,,,
P002834,482110520824,DF000007,true,24,,,
P002835,VD-22629-15,DF000044,true,36,,,
P002836,880410110624,DF000050,true,24,,,
P002837,893110277323,DF000026,true,36,,,
P002838,VD-23729-15,DF000059,true,36,,,
P002839,VD-21848-14,DF000026,true,24,,,
P002840,VD-19180-13,DF000007,true,36,,,
P002841,VD-20054-13,DF000026,true,36,,,
P002842,383110004724,DF000007,true,36,,,
P002843,VN-20821-17,DF000026,true,36,,,
P002844,VN-21804-19,DF000026,true,36,,,
P002845,893110255823,DF000026,true,36,,,
P002846,893110149824,DF000007,true,24,,,
P002847,893110278123,DF000007,true,24,,,
P002848,880110791324,DF000026,true,36,,,
P002849,520110030823,DF000026,true,36,,,
P002850,893110398023,DF000075,true,36,,,
P002851,893110645724,DF000026,true,36,,,
P002852,VN-22295-19,DF000026,true,36,,,
P002853,893110429924,DF000007,true,36,,,
P002854,VD-20760-14,DF000007,true,36,,,
P002855,VD-19976-13,DF000033,true,36,,,
P002856,893110604824,DF000026,true,36,,,
P002857,VN-18272-14,DF000026,true,24,,,
P002858,893110153424,DF000007,true,36,,,
P002859,893110333123,DF000007,true,36,,,
P002860,893110663424,DF000026,true,36,,,
P002861,893110664624,DF000007,true,36,,,
P002862,380110132424,DF000007,true,36,,,
P002863,893110075324,DF000007,true,48,,,
P002864,890110020524,DF000026,true,36,,,
P002865,890110447025,DF000026,true,36,,,
P002866,893110293923,DF000026,true,36,,,
P002867,893110912624,DF000026,true,36,,,
P002868,893110893424,DF000026,true,36,,,
P002869,VNCT-00003-23,DF000033,false,,,,
P002870,599110013224,DF000007,true,24,,,
P002871,VN-21288-18,DF000026,true,36,,,
P002872,893110849024,DF000006,true,24,,,
P002873,VN3-397-22,DF000026,true,24,,,
P002874,858110959224,DF000026,true,36,,,
P002875,893110137700,DF000026,true,36,,,
P002876,VN-23191-22,DF000007,true,36,,,
P002877,890110012223,DF000007,true,36,,,
P002878,900110197100,DF000050,true,24,,,
P002879,VD-35920-22,DF000007,true,36,,,
P002880,383110130924,DF000007,true,24,,,
P002881,VN-22878-21,DF000026,true,24,,,
P002882,893110557824,DF000007,true,24,,,
P002883,893110806824,DF000007,true,36,,,
P002884,893110047100,DF000007,true,36,,,
P002885,893200042424,DF000056,true,36,,,
P002886,893110560224,DF000026,true,36,,,
P002887,893100221025,DF000006,false,3,,,
P002888,893110623924,DF000026,true,36,,,
P002889,893110478424,DF000033,true,36,,,
P002890,VD-22981-15,DF000007,true,36,,,
P002891,893110370023,DF000026,true,36,,,
P002892,893110665324,DF000026,true,36,,,
P002893,893110619224,DF000033,true,24,,,
P002894,893110337823,DF000026,true,36,,,
P002895,893110280223,DF000026,true,36,,,
P002896,893110206400,DF000007,true,36,,,
P002897,840110007724,DF000007,true,24,,,
P002898,893110052500,DF000026,true,36,,,
P002899,VD-22084-15,DF000026,true,36,,,
P002900,VN-10027-10,DF000007,true,24,,,
P002901,VD-34959-21,DF000007,true,36,,,
P002902,893110243200,DF000026,true,36,,,
P002903,VD-35474-21,DF000026,true,36,,,
P002904,VD-35372-21,DF000026,true,36,,,
P002905,VD-35373-21,DF000026,true,36,,,
P002906,VD-35472-21,DF000007,true,36,,,
P002907,VD-35473-21,DF000007,true,36,,,
P002908,893110465823,DF000026,true,24,,,
P002909,893110332523,DF000026,true,36,,,
P002910,VD-27998-17,DF000026,true,36,,,
P002911,VD-24485-16,DF000026,true,36,,,
P002912,890110000724,DF000026,true,36,,,
P002913,VN-19001-15,DF000026,true,24,,,
P002914,590110071023,DF000026,true,24,,,
P002915,VN-11918-11,DF000026,true,30,,,
P002916,VN-15210-12,DF000007,true,30,,,
P002917,893110690624,DF000026,true,36,,,
P002918,VN-15810-12,DF000026,true,24,,,
P002919,890110126923,DF000042,true,24,,,
P002920,VN-17047-13,DF000042,true,36,,,
P002921,840110082123,DF000050,true,36,,,
P002922,VN-13121-11,DF000026,true,36,,,
P002923,VN-13120-11,DF000026,true,24,,,
P002924,893110549924,DF000026,true,36,,,
P002925,VN-18923-15,DF000007,true,24,,,
P002926,890110533324,DF000007,true,36,,,
P002927,VN-17115-13,DF000042,true,24,,,
P002928,VN-15699-12,DF000081,true,60,,,
P002929,VN-16507-13,DF000033,true,36,,,
P002930,VN-16506-13,DF000033,true,36,,,
P002931,VD-17442-12,DF000033,true,36,,,
P002932,VD-23330-15,DF000033,true,36,,,
P002933,VD-19629-13,DF000033,true,36,,,
P002934,VN-11871-11,DF000007,true,48,,,
P002935,VN-11873-11,DF000007,true,48,,,
P002936,VN-14260-11,DF000026,true,24,,,
P002937,VN-11962-11,DF000042,true,24,,,
P002938,VN-17680-14,DF000026,true,36,,,
P002939,893110428824,DF000026,true,24,,,
P002940,893110042423,DF000026,true,36,,,
P002941,QLSP-926-16,DF000050,true,36,,,
P002942,VD-34693-20,DF000026,true,36,,,
P002943,VN-19156-15,DF000007,true,24,,,
P002944,VD-17830-12,DF000033,true,36,,,
P002945,754110791824,DF000007,true,36,,,
P002946,383110004824,DF000007,true,24,,,
P002947,V1507-H12-10,DF000026,false,24,,,
P002948,VD-22806-15,DF000026,true,36,,,
P002949,520110077923,DF000026,true,24,,,
P002950,VN-14165-11,DF000026,true,24,,,
P002951,VN-17921-14,DF000026,true,36,,,
P002952,VN-12847-11,DF000026,true,36,,,
P002953,520110073523,DF000026,true,24,,,
P002954,893110199600,DF000006,true,24,,,
P002955,VN-14263-11,DF000007,true,36,,,
P002956,590110010925,DF000026,true,24,,,
P002957,VD-26498-17,DF000026,true,36,,,
P002958,893110103823,DF000026,true,36,,,
P002959,VD-20086-13,DF000007,true,36,,,
P002960,893110275223,DF000026,true,24,,,
P002961,VN-19159-15,DF000059,true,60,,,
P002962,560110004324,DF000007,true,36,,,
P002963,893110256523,DF000007,true,24,,,
P002964,893110041823,DF000007,true,24,,,
P002965,471110081023,DF000026,true,24,,,
P002966,VN-16024-12,DF000007,true,36,,,
P002967,QLSP-0665-13,DF000059,true,24,,,
P002968,590110403123,DF000072,true,24,,,
P002969,599110026723,DF000026,true,36,,,
P002970,VD-19847-13,DF000026,true,24,,,
P002971,VD-11376-10,DF000033,true,36,,,
P002972,VN-17387-13,DF000007,true,36,,,
P002973,890110416423,DF000026,true,24,,,
P002974,893200191325,DF000026,false,36,,,
P002975,893110104323,DF000007,true,36,,,
P002976,VN-11961-11,DF000007,true,24,,,
P002977,893100148524,DF000007,false,24,,,
P002978,VD-18742-13,DF000026,true,36,,,
P002979,VD-27594-17,DF000026,true,24,,,
P002980,VD-27260-17,DF000063,false,36,,,
P002981,893110036400,DF000059,true,36,,,
P002982,VD-32845-19,DF000056,false,36,,,
P002983,VN-21105-18,DF000026,true,36,,,
P002984,880110989224,DF000026,true,36,,,
P002985,VN-5519-10,DF000007,true,24,,,
P002986,590110523224,DF000026,true,24,,,
P002987,893110021200,DF000026,true,36,,,
P002988,VD-24306-16,DF000026,true,24,,,
P002989,VN-22413-19,DF000026,true,24,,,
P002990,800110088023,DF000026,true,36,,,
P002991,VD-18496-13,DF000026,true,36,,,
P002992,880110009925,DF000026,true,36,,,
P002993,540110005824,DF000006,true,60,,,
P002994,VD-14404-11,DF000026,true,36,,,
P002995,893110010500,DF000026,true,24,,,
P002996,893110257723,DF000007,true,36,,,
P002997,893110591924,DF000082,true,24,,,
P002998,893110697224,DF000007,true,36,,,
P002999,599110027123,DF000007,true,60,,,
P003000,893110051324,DF000007,true,36,,,
P003001,890110345825,DF000007,true,24,,,
P003002,893110149324,DF000033,true,24,,,
P003003,890110996824,DF000026,true,24,,,
P003004,VD-24306-16,DF000026,true,24,,,
P003005,893110797924,DF000026,true,24,,,
P003006,VN-22105-19,DF000026,true,24,,,
P003007,890110041925,DF000026,true,24,,,
P003008,890110020724,DF000007,true,24,,,
P003009,893110253300,DF000026,true,24,,,
P003010,QLSP-971-16,DF000061,true,18,,,
P003011,520110030923,DF000026,true,24,,,
P003012,893110500924,DF000026,true,36,,,
P003013, 500110078123,DF000026,true,24,,,
P003014,880110134224,DF000026,true,36,,,
P003015,893110133825,DF000026,true,36,,,
P003016,893110638224,DF000006,true,3,,,
P003017,893110886924,DF000026,true,36,,,
P003018,531110341125,DF000026,true,2,,,
P003019,893110329724,DF000026,true,36,,,
P003020,893110561524,DF000077,true,36,,,
P003021,VD-15309-11,DF000026,true,48,,,
P003022,893110253300,DF000026,true,24,,,
P003023,893110390723,DF000007,true,36,,,
P003024,VN-18177-14,DF000026,true,24,,,
P003025,893110390523,DF000007,true,36,,,
P003026,893110914624,DF000007,true,36,,,
P003027,VN-20569-17,DF000026,true,36,,,
P003028,VD-18849-13,DF000026,true,36,,,
P003029,VN-20570-17,DF000026,true,36,,,
P003030,VD-24561-16,DF000033,true,36,,,
P003031,893110337623,DF000026,true,36,,,
P003032,840110983924,DF000007,true,30,,,
P003033,893110536124,DF000033,true,36,,,
P003034,893110057724,DF000026,true,,,,
P003035,893110322723,DF000007,true,36,,,
P003036,893110285823,DF000007,true,36,,,
P003037,893110543924,DF000026,true,36,,,
P003038,893110290723,DF000026,true,36,,,
P003039,893110885424,DF000007,true,24,,,
P003040,VN2-616-17,DF000026,true,36,,,
P003041,893110107923,DF000026,true,24,,,
P003042,893110195324,DF000026,true,36,,,
P003043,893110389923,DF000007,true,36,,,
P003044,893110389923,DF000007,true,24,,,
P003045,VD-23232-15,DF000007,true,36,,,
P003046,893110142725,DF000026,true,36,,,
P003047,890110351425,DF000026,true,36,,,
P003048,GC-229-14,DF000063,false,36,,,
P003049,VD-22624-15,DF000051,false,24,,,
P003050,893110720724,DF000026,true,36,,,
P003051,VN-19188-15,DF000026,true,36,,,
P003052,VN-17398-13,DF000026,true,36,,,
P003053,VD-36081-22,DF000026,true,36,,,
P003054,VD-23232-15,DF000007,true,36,,,
P003055,893110381424,DF000026,true,36,,,
P003056,VD-28484-17,DF000026,true,36,,,
P003057,VN-9938-10,DF000007,true,36,,,
P003058,VN-17717-14,DF000026,true,48,,,
P003059,VN-14162-11,DF000007,true,36,,,
P003060,893110462724,DF000071,true,48,,,
P003061,VN-17116-13,DF000007,true,24,,,
P003062,VD-17722-12,DF000007,true,36,,,
P003063,VD-21027-14,DF000026,true,36,,,
P003064,893110337623,DF000026,true,36,,,
P003065,VN-15428-12,DF000083,true,48,,,
P003066,VN-15958-12,DF000007,true,24,,,
P003067,VN-13229-11,DF000007,true,48,,,
P003068,VN-13228-11,DF000007,true,48,,,
P003069,893110332823,DF000026,true,36,,,
P003070,VD-18105-12,DF000033,true,36,,,
P003071,893110504324,DF000036,true,24,,,
P003072,VN-17524-13,DF000026,true,24,,,
P003073,VN-17523-13,DF000026,true,24,,,
P003074,VN-17696-14,DF000026,true,36,,,
P003075,VN-11129-10,DF000007,true,36,,,
P003076,VD-23337-15,DF000026,true,24,,,
P003077,893200723824,DF000026,false,36,,,
P003078,VD-23380-15,DF000007,true,36,,,
P003079,VD-22695-15,DF000007,true,36,,,
P003080,VD-19692-13,DF000033,true,48,,,
P003081,VD-14813-11,DF000033,true,36,,,
P003082,VN-15721-12,DF000007,true,36,,,
P003083,VD-23327-15,DF000026,true,36,,,
P003084,VD-17237-12,DF000026,true,36,,,
P003085,QLSP-975-16,DF000061,true,18,,,
P003086,VN-19502-15,DF000026,true,24,,,
P003087,893110206024,DF000033,true,24,,,
P003088,VD-23585-15,DF000007,true,36,,,
P003089,VN-20483-17,DF000026,true,36,,,
P003090,893110807124,DF000007,true,36,,,
P003091,VN-10963-10,DF000026,true,24,,,
P003092,VD-26247-17,DF000039,true,24,,,
P003093,590110338725,DF000026,true,24,,,
P003094,893110050023,DF000026,true,36,,,
P003095,894110989024,DF000026,true,24,,,
P003096,VD-26837-17,DF000006,true,24,,,
P003097,893110935424,DF000026,true,36,,,
P003098,VD-19621-13,DF000026,false,24,,,
P003099,893110613424,DF000007,true,36,,,
P003100,VD-32648-19,DF000033,true,36,,,
P003101,VD-25653-16,DF000026,true,24,,,
P003102,893110290823,DF000026,true,36,,,
P003103,893110290923,DF000026,true,36,,,
P003104,893110107123,DF000026,true,24,,,
P003105,893110167624,DF000026,true,36,,,
P003106,893200129700,DF000026,false,36,,,
P003107,890110796924,DF000026,true,24,,,
P003108,VN-19240-15,DF000026,true,24,,,
P003109,VN2-615-17,DF000026,true,36,,,
P003110,893110137325,DF000026,true,36,,,
P003111,VD-35258-21,DF000026,true,36,,,
P003112,893100140024,DF000007,false,36,,,
P003113,VN-21996-19,DF000006,false,3,,,
P003114,880200407725,DF000063,false,24,,,
P003115,893100678824,DF000007,false,36,,,
P003116,893100333323,DF000007,false,36,,,
P003117,893100401124,DF000043,false,24,,,
P003118,VN-20401-17,DF000026,false,36,,,
P003119,893200320225,DF000063,false,24,,,
P003120,VD-16993-12,DF000033,true,36,,,
P003121,893110175224,DF000006,true,36,,,
P003122,VD-20247-13,DF000033,true,24,,,
P003123,893110146300,DF000026,true,36,,,
P003124,VN-22556-20,DF000026,true,24,,,
P003125,893110539224,DF000007,true,36,,,
P003126,VD-18856-13,DF000026,true,36,,,
P003127,893110252600,DF000007,true,36,,,
P003128,VD-20340-13,DF000007,true,36,,,
P003129,893110046923,DF000026,true,36,,,
P003130,599110407523,DF000007,true,36,,,
P003131,893110371323,DF000026,true,36,,,
P003132,893110047223,DF000007,true,36,,,
P003133,893110884024,DF000026,true,36,,,
P003134,893110153324,DF000026,true,36,,,
P003135,800114023925,DF000026,true,36,,,
P003136,893110352423,DF000026,true,36,,,
P003137,893110371423,DF000026,true,36,,,
P003138,893110214400,DF000007,true,36,,,
P003139,893110192024,DF000033,true,36,,,
P003140,893110662924,DF000026,true,36,,,
P003141,VN-12421-11,DF000051,true,36,,,
P003142,VN-16347-13,DF000033,true,36,,,
P003143,893110311400,DF000033,true,36,,,
P003144,VN-15907-12,DF000007,true,36,,,
P003145,VN-18676-15,DF000026,true,36,,,
P003146,VD-16719-12,DF000033,true,36,,,
P003147,VD-22004-14,DF000033,true,48,,,
P003148,529110024623,DF000007,true,60,,,
P003149,VN-16477-13,DF000077,true,36,,,
P003150,868114087823,DF000006,true,36,,,
P003151,840114019124,DF000084,true,36,,,
P003152,893110307424,DF000026,true,36,,,
P003153,VN-18397-14,DF000007,true,24,,,
P003154,754110791924,DF000007,true,36,,,
P003155,VD-24267-16,DF000026,true,36,,,
P003156,383110074623,DF000026,true,60,,,
P003157,893110282700,DF000063,true,36,,,
P003158,VD-19688-13,DF000026,true,36,,,
P003159,400110010824,DF000026,true,60,,,
P003160,VD-35281-21,DF000006,true,36,,,
P003161,840110784324,DF000033,true,36,,,
P003162,560110988624,DF000026,true,36,,,
P003163,VN-18777-15,DF000085,true,24,,,
P003164,VN-13888-11,DF000033,true,60,,,
P003165,VN-18760-15,DF000074,true,36,,,
P003166,893110030500,DF000026,true,36,,,
P003167,VN-19987-16,DF000026,true,36,,,
P003168,380110522624,DF000026,true,60,,,
P003169,VN-16857-13,DF000033,true,36,,,
P003170,896110787624,DF000033,true,36,,,
P003171,893110338023,DF000026,true,24,,,
P003172,VN-17804-14,DF000026,true,24,,,
P003173,893110882824,DF000026,true,36,,,
P003174,VN-15642-12,DF000073,true,60,,,
P003175,893110358525,DF000007,true,36,,,
P003176,VD-21105-14,DF000026,true,36,,,
P003177,893110025000,DF000007,true,36,,,
P003178,893110305000,DF000026,true,36,,,
P003179,VN-17272-13,DF000086,true,36,,,
P003180,893110094623,DF000026,true,36,,,
P003181,893114872324,DF000075,true,36,,,
P003182,400100083323,DF000050,true,36,,,
P003183,893110562324,DF000063,true,36,,,
P003184,383110025323,DF000026,true,60,,,
P003185,893110235323,DF000026,true,36,,,
P003186,VN-23232-22,DF000033,true,36,,,
P003187,520110141623,DF000033,true,36,,,
P003188,893110277024,DF000033,true,36,,,
P003189,893110188424,DF000033,true,36,,,
P003190,893110504524,DF000033,true,24,,,
P003191,754110414423,DF000026,true,18,,,
P003192,500110036225,DF000026,true,36,,,
P003193,VN-22951-21,DF000052,true,36,,,
P003194,VD-35547-22,DF000030,true,36,,,
P003195,890110415125,DF000026,true,24,,,
P003196,893110395523,DF000055,true,36,,,
P003197,500110035123,DF000026,true,60,,,
P003198,500110086723,DF000026,true,60,,,
P003199,893110294223,DF000039,true,36,,,
P003200,VN-22277-19,DF000069,true,24,,,
P003201,893110462124,DF000026,true,24,,,
P003202,VN-22871-21,DF000033,true,36,,,
P003203,893110477324,DF000026,true,24,,,
P003204,893110273200,DF000069,true,24,,,
P003205,893110224725,DF000006,true,24,,,
P003206,VD-34626-20,DF000007,true,36,,,
P003207,893110152824,DF000026,true,3,,,
P003208,893110435224,DF000026,true,36,,,
P003209,893110920924,DF000051,true,36,,,
P003210,893110265700,DF000006,true,36,,,
P003211,VD-21058-14,DF000033,true,36,,,
P003212,VN-18109-14,DF000026,true,24,,,
P003213,VN-18480-14,DF000051,true,36,,,
P003214,300114342925,DF000087,true,36,,,
P003215,535110019123,DF000026,true,36,,,
P003216,893110050523,DF000077,true,24,,,
P003217,890114008500,DF000088,true,36,,,
P003218,VN-17227-13,DF000026,true,36,,,
P003219,VN-17228-13,DF000026,true,36,,,
P003220,893110891624,DF000033,true,36,,,
P003221,VN-12512-11,DF000026,true,24,,,
P003222,VN-20301-17,DF000026,true,24,,,
P003223,599110027023,DF000026,true,60,,,
P003224,529110077623,DF000026,true,24,,,
P003225,893110153224,DF000007,true,36,,,
P003226,400110781424,DF000086,true,36,,,
P003227,VN-18758-15,DF000074,true,36,,,
P003228,VN-18757-15,DF000074,true,36,,,
P003229,893110542824,DF000026,true,36,,,
P003230,VN-18914-15,DF000026,true,36,,,
P003231,890110014124,DF000033,true,24,,,
P003232,893110201400,DF000007,true,36,,,
P003233,893110338123,DF000026,true,24,,,
P003234,893110319523,DF000033,true,36,,,
P003235,VN-16259-13,DF000007,true,48,,,
P003236,VN-16856-13,DF000033,true,36,,,
P003237,893110332924,DF000051,true,36,,,
P003238,VN-15906-12,DF000007,true,36,,,
P003239,540110185425,DF000026,true,36,,,
P003240,VD-12248-10,DF000007,true,36,,,
P003241,VD-19659-13,DF000007,true,36,,,
P003242,893110282523,DF000007,true,36,,,
P003243,893610195724,DF000033,true,36,,,
P003244,893110882624,DF000033,true,36,,,
P003245,890110356925,DF000007,true,24,,,
P003246,890110008600,DF000007,true,24,,,
P003247,890114019824,DF000007,true,48,,,
P003248,VN-22775-21,DF000052,true,36,,,
P003249,VN-15802-12,DF000052,true,36,,,
P003250,893110093124,DF000026,true,36,,,
P003251,893110878024,DF000033,true,24,,,
P003252,893110215500,DF000007,true,36,,,
P003253,893110584124,DF000033,true,36,,,
P003254,893110905324,DF000007,true,36,,,
P003255,560110988524,DF000026,true,36,,,
P003256,893110295323,DF000026,true,36,,,
P003257,893115285300,DF000051,true,36,,,
P003258,VD-17338-12,DF000026,true,36,,,
P003259,893110664124,DF000033,true,36,,,
P003260,890110186425,DF000063,true,30,,,
P003261,VN-19683-16,DF000033,true,24,,,
P003262,893110040323,DF000007,true,36,,,
P003263,VN-16857-13,DF000033,true,36,,,
P003264,VD-23439-15,DF000007,true,36,,,
P003265,893110213400,DF000033,true,36,,,
P003266,893110208924,DF000026,true,36,,,
P003267,754110414323,DF000033,true,36,,,
P003268,893110149224,DF000006,true,24,,,
P003269,VN-16750-13,DF000026,true,36,,,
P003270,893110045400,DF000007,true,36,,,
P003271,893114094423,DF000075,true,36,,,
P003272,893110264723,DF000026,true,36,,,
P003273,893110898624,DF000033,true,36,,,
P003274,VD-24271-16,DF000026,true,36,,,
P003275,VD-18394-13,DF000033,true,36,,,
P003276,VD-21725-14,DF000033,true,36,,,
P003277,QLÐB-656-18,DF000033,true,24,,,
P003278,893110811524,DF000007,true,36,,,
P003279,893110157724,DF000007,true,36,,,
P003280,500110086823,DF000026,true,60,,,
P003281,890110516724,DF000039,true,36,,,
P003282,893110308100,DF000026,true,36,,,
P003283,520110410223,DF000089,true,36,,,
P003284,VN-20254-17,DF000006,true,36,,,
P003285,893110282923,DF000026,true,36,,,
P003286,893110905524,DF000033,true,36,,,
P003287,893110467023,DF000026,true,36,,,
P003288,893110325423,DF000026,true,36,,,
P003289,VD -33093-19,DF000033,true,36,,,
P003290,893110277023,DF000033,true,24,,,
P003291,VN-20259-17,DF000026,true,36,,,
P003292,893110435724,DF000033,true,36,,,
P003293,893110043323,DF000033,true,36,,,
P003294,893110663024,DF000026,true,36,,,
P003295,893110701224,DF000007,true,36,,,
P003296,893110873024,DF000033,true,36,,,
P003297,VD-22741-15,DF000007,true,36,,,
P003298,520110410123,DF000089,true,36,,,
P003299,893110257423,DF000026,true,36,,,
P003300,893110046200,DF000026,true,36,,,
P003301,890110024223,DF000026,true,36,,,
P003302,893110284223,DF000026,true,36,,,
P003303,893110593524,DF000026,true,36,,,
P003304,VN-23224-22,DF000007,true,24,,,
P003305,520110132224,DF000026,true,36,,,
P003306,893110876824,DF000026,true,36,,,
P003307,840110987824,DF000026,true,36,,,
P003308,893110052900,DF000006,true,24,,,
P003309,893110503224,DF000033,true,36,,,
P003310,893110074725,DF000007,true,36,,,
P003311,VN-23088-22,DF000033,true,36,,,
P003312,893110258223,DF000033,true,36,,,
P003313,893110661424,DF000007,true,36,,,
P003314,893110328523,DF000026,true,36,,,
P003315,VD-21105-14,DF000026,true,36,,,
P003316,VD-35226-21,DF000007,true,36,,,
P003317,893110346123,DF000033,true,24,,,
P003318,VN-23172-22,DF000074,true,36,,,
P003319,893110217625,DF000007,true,36,,,
P003320,893110542424,DF000026,true,36,,,
P003321,890110009124,DF000026,true,36,,,
P003322,893114158724,DF000033,true,36,,,
P003323,VN-22901-21,DF000074,true,36,,,
P003324,893110205300,DF000026,true,36,,,
P003325,893110224825,DF000006,true,2,,,
P003326,880110007500,DF000051,true,36,,,
P003327,893110138524,DF000026,true,36,,,
P003328,893110058700,DF000007,true,36,,,
P003329,893110310600,DF000006,true,36,,,
P003330,893110048823,DF000026,true,36,,,
P003331,893110020200,DF000007,true,36,,,
P003332,890110437625,DF000007,true,48,,,
P003333,893110593924,DF000026,true,36,,,
P003334,893110593824,DF000026,true,36,,,
P003335,VN-17774-14,DF000007,true,36,,,
P003336,VN-13878-11,DF000090,true,24,,,
P003337,893110061224,DF000026,true,36,,,
P003338,VD-20675-14,DF000033,true,36,,,
P003339,896110013424,DF000033,true,36,,,
P003340,899110042825,DF000033,true,36,,,
P003341,VN-16379-13,DF000075,true,36,,,
P003342,893115701024,DF000050,true,36,,,
P003343,529110424925,DF000033,true,36,,,
P003344,893110317924,DF000007,true,36,,,
P003345,VD-23837-15,DF000033,true,36,,,
P003346,893110431324,DF000026,true,24,,,
P003347,893110275823,DF000089,true,24,,,
P003348,893110338423,DF000007,true,36,,,
P003349,893100318724,DF000007,true,36,,,
P003350,893110146924,DF000033,true,36,,,
P003351,893110021500,DF000026,true,36,,,
P003352,893110085124,DF000033,true,36,,,
P003353,893110052900,DF000006,true,24,,,
P003354,893110313623,DF000007,true,36,,,
P003355,893110340223,DF000059,true,36,,,
P003356,VD-18679-13,DF000069,true,36,,,
P003357,893110883324,DF000007,true,36,,,
P003358,800110194423,DF000007,true,48,,,
P003359,VD-20712-14,DF000026,true,36,,,
P003360,VN-22832-21,DF000033,true,48,,,
P003361,893110047500,DF000007,true,36,,,
P003362,893110310724,DF000007,true,36,,,
P003363,VN-22828-21,DF000033,true,48,,,
P003364,893110096124,DF000033,true,24,,,
P003365,VN-22765-21,DF000006,true,24,,,
P003366,893110206825,DF000026,true,36,,,
P003367,VN-18538-14,DF000026,true,36,,,
P003368,893110930524,DF000006,true,24,,,
P003369,893110799224,DF000033,true,24,,,
P003370,893110590324,DF000033,true,36,,,
P003371,893110479424,DF000006,true,24,,,
P003372,893100128325,DF000035,false,36,,,
P003373,893110442224,DF000007,true,36,,,
P003374,520110338125,DF000026,true,36,,,
P003375,890110527324,DF000033,true,24,,,
P003376,535110019323,DF000007,true,36,,,
P003377,VN-9943-10,DF000026,true,36,,,
P003378,VN-18770-15,DF000026,true,36,,,
P003379,VN-13391-11,DF000026,true,36,,,
P003380,VN-13879-11,DF000007,true,24,,,
P003381,VN-16909-13,DF000033,true,36,,,
P003382,890114040825,DF000075,true,36,,,
P003383,VN-14201-11,DF000007,true,36,,,
P003384,893110660024,DF000026,true,36,,,
P003385,890110003000,DF000026,true,36,,,
P003386,893110697824,DF000026,true,36,,,
P003387,893110258923,DF000026,true,36,,,
P003388,VD-21097-14,DF000033,true,48,,,
P003389,VN-21968-19,DF000026,true,24,,,
P003390,590110011025,DF000033,true,36,,,
P003391,VN-20199-16,DF000026,true,36,,,
P003392,893110301300,DF000033,true,36,,,
P003393,890110023325,DF000033,true,24,,,
P003394,893110660124,DF000026,true,36,,,
P003395,890110011525,DF000007,true,36,,,
P003396,893110218124,DF000026,true,36,,,
P003397,893110511824,DF000026,true,36,,,
P003398,VD-22745-15,DF000007,false,36,,,
P003399,VD-26216-17,DF000007,true,36,,,
P003400,VD-35550-22,DF000026,true,36,,,
P003401,VD-18856-13,DF000026,true,36,,,
P003402,840110983824,DF000089,true,36,,,
P003403,VD-15442-11,DF000026,true,36,,,
P003404,VN-17543-13,DF000007,true,60,,,
P003405,VN-18098-14,DF000007,true,48,,,
P003406,VN-18771-15,DF000007,true,48,,,
P003407,VD-19688-13,DF000026,true,36,,,
P003408,VD-14141-11,DF000033,true,36,,,
P003409,893110915024,DF000033,true,24,,,
P003410,893110150424,DF000033,true,36,,,
